genres,title,specs,price,early_access,id,metascore,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting,year,playtime_forever
"['Action', 'Indie']",STEEL RIVALS,"['Single-player', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",0.0,False,391130,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1218.0
['Adventure'],AGON - The Mysterious Codex (Trilogy),"['Single-player', 'Steam Trading Cards']",9.99,False,410120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3484.0
['Adventure'],AGON - The Lost Sword of Toledo,"['Single-player', 'Steam Trading Cards']",9.99,False,410130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,4176.0
"['RPG', 'Strategy']",Mordheim: City of the Damned,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",39.99,False,276810,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,63218.0
"['Casual', 'Indie', 'Simulation']",True Lover's Knot,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",6.99,False,416630,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,124.0
"['Action', 'Adventure', 'Indie', 'Early Access']",Bitardia,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",4.99,True,405010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1549.0
"['Adventure', 'Early Access']",The Lost Island,"['Single-player', 'Multi-player', 'Steam Achievements']",9.99,True,416260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,4.0
['Strategy'],Chronostorm: Siberian Border,"['Single-player', 'Steam Trading Cards']",0.99,False,361890,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,2079.0
"['Action', 'Adventure', 'Casual', 'Indie']",Osteya,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",7.99,False,402980,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0
"['Indie', 'Simulation']",Gender Bender DNA Twister Extreme,"['Single-player', 'Steam Trading Cards']",24.99,False,321060,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,1498.0
['Strategy'],Jurassic Island: The Dinosaur Zoo,['Single-player'],3.99,False,378420,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Indie', 'RPG']",One More Dungeon,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,415030,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,4342.0
"['Action', 'Adventure', 'RPG']",FIVE: Guardians of David,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",9.99,False,387010,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3417.0
"['Action', 'Adventure', 'Indie', 'Strategy']",Tidal Affair: Before The Storm,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,396930,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,6.0
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",RC Simulation 2.0,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",14.99,True,381750,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,402.0
['Action'],Saint Seiya: Soldiers' Soul,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",49.99,False,348710,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,15.0
['Indie'],BAD END,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",1.99,False,415850,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3.0
"['Racing', 'Simulation', 'Sports']",FIM Speedway Grand Prix 15,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,348820,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,36.0
"['Adventure', 'Indie', 'Simulation']",Astrox: Hostile Space Excavation,['Single-player'],9.99,False,414720,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,179.0
"['Action', 'Indie']",Wonky Pigeon!,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",4.99,False,364710,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5.0
"['Simulation', 'Sports']",Eastside Hockey Manager,"['Single-player', 'Multi-player', 'Steam Workshop']",19.99,False,301120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,114.0
"['Indie', 'Simulation', 'Strategy']",Valhalla Hills,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,351910,69.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3342.0
"['Indie', 'RPG', 'Simulation']",The Light Empire,"['Single-player', 'Steam Achievements']",5.99,False,416220,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Adventure', 'Casual', 'Indie']",Lowglow,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,False,405950,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,8731.0
"['Indie', 'RPG', 'Early Access']",Zombie Office Politics,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",3.99,True,412860,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",0.0,False,344190,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,838.0
"['Action', 'Adventure', 'Simulation', 'Early Access']",Hurtworld,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer']",24.99,True,393420,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,359333.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Into the Void,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,420270,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2968.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Threads of Destiny,"['Single-player', 'Full controller support']",2.99,False,424870,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Casual', 'Indie']",Reveal The Deep,['Single-player'],0.99,False,411560,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1750.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Survive Me Miolhr,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,True,418430,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,3065.0
"['Action', 'Indie']",SodaCity,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,424210,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,722.0
"['Action', 'Adventure', 'Indie', 'RPG']",Notrium,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",1.99,False,349100,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0
"['Adventure', 'Indie']",Highschool Possession,"['Single-player', 'Steam Achievements', 'Steam Cloud']",6.99,False,408770,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,233.0
['Action'],GUILTY GEAR Xrd -SIGN-,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,376300,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,11457.0
['Casual'],Tetris® Ultimate,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",14.99,False,316750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Casual', 'Indie']",Vector Assault,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",4.99,False,425860,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1076.0
"['RPG', 'Strategy']",The Glow,"['Single-player', 'Steam Achievements']",3.99,False,424060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,39.0
"['Action', 'Adventure', 'Indie']",Dragon's Wake,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",3.99,False,399070,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3312.0
"['Adventure', 'Casual']",Contract With The Devil,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",5.99,False,409600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2601.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",OH! RPG!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2.99,False,421810,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1113.0
"['Adventure', 'Indie']",Hatoful Boyfriend: Holiday Star,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,377080,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1074.0
"['Action', 'Adventure', 'Indie']",Turnover,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,372250,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,91.0
"['Casual', 'Indie', 'Strategy']",Gigachess,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",3.99,False,415910,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1155.0
"['Action', 'Adventure', 'Indie', 'Simulation']",Colony Assault,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",2.99,False,398020,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Indie']",Rubber Ducky and the Rainbow Gun,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",0.99,False,416550,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2915.0
"['Action', 'Adventure']",Bubsy Two-Fur,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards']",4.99,False,426630,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.0,3002.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Reign Of Kings,['Multi-player'],19.99,False,344760,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,925356.0
"['Adventure', 'Indie', 'Early Access']",AWAKE,"['Single-player', 'Partial Controller Support']",4.99,True,421110,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Adventure', 'Indie']",Taimumari,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,375520,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2112.0
['RPG'],FINAL FANTASY VI,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",15.99,False,382900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,8498.0
"['Action', 'Indie', 'Sports']",Super Slam Dunk Touchdown,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",15.0,False,388260,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Adventure', 'Sports']",River City Super Sports Challenge ~All Stars Special~,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,326340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1220.0
"['Indie', 'RPG']",MetaHuman Inc.,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",9.99,False,426330,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2357.0
['Utilities'],AquaSnap Window Manager,,18.99,False,391050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,56.0
"['Indie', 'Early Access']",Mines of Mars,"['Single-player', 'Partial Controller Support']",6.99,True,413740,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",The Withering,['Single-player'],9.99,True,427950,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,16.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",The fall of gods,"['Single-player', 'Full controller support', 'Steam Trading Cards']",1.99,False,424170,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,790.0
['Indie'],Goodnight Butcher,"['Single-player', 'Steam Trading Cards']",1.99,False,426040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,3876.0
"['Action', 'Adventure', 'Indie']",Retaliation,['Single-player'],0.0,False,418280,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1222.0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Cards and Castles,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']",0.0,False,360730,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,9015.0
"['Casual', 'Indie']",Swapperoo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,410150,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Adventure', 'Indie']",Frizzy,"['Single-player', 'Steam Achievements', 'Full controller support']",2.99,False,391100,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Casual', 'Indie']",Hatch and Slay,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",1.99,False,428760,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2149.0
"['Casual', 'Indie', 'RPG']",Our Nation's Miner,"['Single-player', 'Steam Trading Cards']",5.99,False,360040,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,752.0
"['Action', 'Adventure', 'Casual', 'Indie']",Resilience: Wave Survival,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",5.99,False,429490,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,105.0
"['Action', 'Adventure', 'Indie']",Adventure in the Tower of Flight,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",7.99,False,368830,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1860.0
"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Bionite: Origins,"['Single-player', 'Steam Trading Cards']",11.99,True,414770,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Indie', 'Simulation']",Gridworld,"['Single-player', 'Steam Trading Cards', 'Includes level editor', 'Commentary available']",0.99,False,396890,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1509.0
['Casual'],Solitaire Christmas. Match 2 Cards,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,428510,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,2474.0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Оружие Пришельцев,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Commentary available']",15.99,False,431060,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Elysium: Blood Games,"['Single-player', 'Steam Trading Cards']",1.99,False,430080,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1961.0
['Simulation'],What's under your blanket !?,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,False,432020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,5497.0
"['Adventure', 'Casual', 'Indie']",The Sad Story of Emmeline Burns,"['Single-player', 'Steam Achievements']",0.0,False,429940,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,302.0
"['Action', 'Adventure', 'Indie', 'RPG']",Suits: A Business RPG,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",0.99,False,410670,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,5752.0
"['Action', 'Casual', 'Indie', 'Strategy']",Age of Steel: Recharge,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",6.99,False,421060,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,4144.0
"['Action', 'Adventure', 'Indie']",Squirbs,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,False,429700,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1053.0
"['Action', 'Adventure', 'Indie']",The Growth Journey,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",3.99,False,416610,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,581.0
